Timestamp,Age,Sex,Marital_Status,Region,Education_Level,Income,Role,Experience_Years,Knw_AI_Definition,Knw_AI_Learning,Knw_AI_Assist,Knw_AI_Diagnosis,Knw_AI_Treatment,Knw_AI_Usage,Knw_AI_Limitations,Knw_AI_Ethics,Att_Solve_Problems,Att_Accessibility,Att_Workload,Att_Replace_Doctors,Att_Benefits_Risks,Att_Learn_AI,Att_Regulation,Att_Research_Need,Prac_Use_Validated,Prac_Confidence,Prac_Verify_Output,Prac_Trust_Recommend,Prac_Keep_Updated
2024-05-03 09:01:59,34,Male,Married,South Ethiopia,Masters/Postgrad,9056,Other,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Always,Never,Always,Never,Never
2024-05-03 09:18:34,33,Female,Married,Addis Ababa,Bachelor,12000,Medical Doctor,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-05-03 09:21:45,30,Male,Single,Oromia,Masters/Postgrad,11305,Pharmacist,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Always,Always,Always,Never,Never
2024-05-03 09:24:57,27,Male,Single,Tigray,Bachelor,9056,Medical Doctor,2,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-05-03 10:17:53,31,Male,Single,Sidama,Bachelor,7900,Lab/Biomedical,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 10:19:23,32,Male,Married,Oromia,Bachelor,9000,Medical Doctor,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Always,Always
2024-05-03 10:22:18,45,Male,Married,Somali,Masters/Postgrad,30000,Other,7,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Always,Never,Always,Never,Never
2024-05-03 10:33:39,34,Male,Married,Oromia,Bachelor,14000,Medical Doctor,3,TRUE,TRUE,TRUE,Not Sure,Not Sure,FALSE,TRUE,TRUE,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Never,Always,Always,Never,Always
2024-05-03 10:48:59,27,Male,Single,Afar,Bachelor,15000,Medical Doctor,1,TRUE,FALSE,TRUE,Not Sure,Not Sure,TRUE,TRUE,TRUE,Neutral,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Always,Never,Always,Always,Always
2024-05-03 10:49:29,26,Male,Single,Amhara,Bachelor,27555,Data/It/Stats,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 11:31:21,27,Male,Single,Oromia,Bachelor,9056,Medical Doctor,2,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Never,Never,Never,Never,Never
2024-05-03 11:58:36,32,Male,Single,Addis Ababa,Bachelor,7071,Lab/Biomedical,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Always,Always,Always,Always,Always
2024-05-03 12:02:01,32,Male,Single,Addis Ababa,Bachelor,7071,Lab/Biomedical,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Always,Always,Always,Always,Always
2024-05-03 12:12:55,35,Male,Married,Amhara,Masters/Postgrad,8017,Public Health,11,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-05-03 12:14:50,34,Male,Single,Oromia,Bachelor,5950,Pharmacist,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Never,Never,Always,Never,Never
2024-05-03 12:23:05,35,Male,Single,Oromia,Bachelor,5950,Pharmacist,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Always,Never,Never,Always,Never
2024-05-03 12:43:27,28,Male,Single,Sidama,Masters/Postgrad,15000,Public Health,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Never,Always
2024-05-03 13:26:57,35,Female,Married,Amhara,Masters/Postgrad,1050,Nurse/Midwife,12,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Agree,Agree,Never,Never,Always,Never,Always
2024-05-03 13:37:11,32,Male,Married,Oromia,Bachelor,10150,Public Health,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-05-03 13:51:46,29,Female,Single,Central Ethiopia,Bachelor,6660,Medical Doctor,3,FALSE,TRUE,TRUE,TRUE,Not Sure,TRUE,FALSE,TRUE,Disagree,Agree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Never,Never,Always,Never,Never
2024-05-03 14:32:16,26,Female,Single,Addis Ababa,Bachelor,10000,Medical Doctor,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Never,Always
2024-05-03 14:45:17,31,Male,Single,Addis Ababa,Masters/Postgrad,40000,Public Health,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Never,Never,Always,Always,Always
2024-05-03 15:12:00,31,Male,Married,Sidama,Masters/Postgrad,9056,Public Health,7,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 15:19:50,38,Male,Married,Central Ethiopia,Bachelor,10000,Public Health,13,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Not Sure,TRUE,Agree,Disagree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 15:43:30,31,Male,Married,Oromia,Masters/Postgrad,8017,Public Health,2,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Always,Always,Never,Always
2024-05-03 15:48:05,26,Male,Divorced,Oromia,Bachelor,7071,Pharmacist,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Never,Never,Always,Never,Always
2024-05-03 16:08:34,29,Male,Single,Other/Invalid,Masters/Postgrad,7071,Public Health,5,Not Sure,Not Sure,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Never,Never,Never,Never,Never
2024-05-03 16:08:34,31,Male,Married,South West Ethiopia,Masters/Postgrad,12000,Public Health,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 16:15:58,29,Male,Married,Afar,Bachelor,27000,Nurse/Midwife,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Never,Always
2024-05-03 16:36:56,36,Male,Married,Sidama,Bachelor,9056,Medical Doctor,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 16:44:54,26,Male,Married,Harari,Bachelor,5761,Public Health,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-03 17:11:07,31,Male,Married,Oromia,Bachelor,13000,Public Health,8,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Always,Always,Always,Never,Always
2024-05-03 17:13:36,24,Male,Single,Central Ethiopia,Bachelor,10000,Public Health,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Agree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 17:34:12,35,Male,Married,Oromia,Masters/Postgrad,9056,Lab/Biomedical,13,TRUE,Not Sure,TRUE,Not Sure,TRUE,TRUE,TRUE,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Never,Always,Always,Never,Always
2024-05-03 19:08:20,25,Male,Single,Addis Ababa,Bachelor,7500,Lab/Biomedical,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 19:57:14,29,Male,Single,Oromia,Bachelor,5378,Nurse/Midwife,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Always,Always,Always,Always,Always
2024-05-03 20:49:17,26,Male,Married,Oromia,Masters/Postgrad,9056,Public Health,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-03 21:55:04,26,Male,Single,Oromia,Bachelor,4700,Nurse/Midwife,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Never,Always,Always,Always,Always
2024-05-03 22:07:36,24,Female,Single,Tigray,Bachelor,5800,Anesthetist,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Neutral,Agree,Never,Always,Never,Never,Always
2024-05-03 22:26:09,24,Male,Single,Oromia,Bachelor,6000,Nurse/Midwife,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Never,Never,Always,Never,Always
2024-05-03 23:26:56,24,Male,Single,Sidama,Bachelor,5300,Public Health,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-05-04 00:42:07,40,Male,Married,Oromia,Masters/Postgrad,13900,Public Health,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Always,Always,Never,Always,Always
2024-05-04 03:15:19,26,Male,Single,Gambella,Bachelor,29000,Nurse/Midwife,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Never,Always,Always,Always,Always
2024-05-04 04:50:58,49,Male,Married,Oromia,Masters/Postgrad,10150,Public Health,32,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,TRUE,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Never,Never,Never,Never,Never
2024-05-04 08:07:38,38,Male,Married,Oromia,Bachelor,9420,Public Health,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Always
2024-05-04 14:29:53,29,Male,Married,Amhara,Bachelor,10000,Nurse/Midwife,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-04 16:32:51,28,Male,Single,Addis Ababa,Masters/Postgrad,8017,Data/It/Stats,6,TRUE,TRUE,TRUE,Not Sure,Not Sure,Not Sure,TRUE,Not Sure,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-04 17:07:38,40,Male,Married,Oromia,Masters/Postgrad,11305,Public Health,7,TRUE,FALSE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-05-04 19:10:03,28,Male,Single,South Ethiopia,Bachelor,7071,Pharmacist,3,TRUE,TRUE,Not Sure,TRUE,Not Sure,TRUE,Not Sure,TRUE,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Never,Never,Never,Never,Always
2024-05-04 19:53:34,28,Female,Single,Dire Dawa,Masters/Postgrad,10000,Public Health,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Never,Always,Always,Always,Always
2024-05-04 23:12:37,25,Male,Married,Somali,Bachelor,1000,Public Health,5,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,FALSE,TRUE,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral,Neutral,Always,Always,Always,Never,Always
2024-05-05 18:38:18,28,Male,Married,Addis Ababa,Masters/Postgrad,6193,Nurse/Midwife,6,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Never,Never,Never,Never,Never
2024-05-05 20:05:43,26,Male,Single,Sidama,Bachelor,8017,Nurse/Midwife,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-05-05 20:13:18,37,Male,Married,Oromia,Masters/Postgrad,10150,Nurse/Midwife,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-05 23:08:54,26,Male,Married,Addis Ababa,Bachelor,13000,Pharmacist,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-05-06 11:43:46,56,Male,Divorced,Oromia,Bachelor,10521,Nurse/Midwife,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-05-06 12:42:59,28,Male,Married,Central Ethiopia,Bachelor,7071,Nurse/Midwife,5,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Never,Never,Always,Always,Always
2024-05-06 23:04:36,26,Male,Single,Central Ethiopia,Masters/Postgrad,10000,Other,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-05-07 13:11:40,14,Male,Single,South Ethiopia,Bachelor,1,Lab/Biomedical,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-07 14:10:55,35,Male,Married,Other/Invalid,Bachelor,4000,Medical Doctor,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-05-07 16:03:33,25,Male,Single,Oromia,Bachelor,5000,Public Health,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Never,Always,Never,Always,Always
2024-05-07 16:29:09,35,Male,Divorced,Oromia,Bachelor,20000,Other,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Never,Never,Always,Always,Always
2024-05-07 22:59:13,27,Male,Single,Oromia,PhD,10,Medical Doctor,0,TRUE,TRUE,TRUE,Not Sure,Not Sure,TRUE,TRUE,TRUE,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Never,Always,Never,Never,Always
2024-05-08 09:05:14,23,Female,Single,Addis Ababa,Bachelor,0,Public Health,0,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,TRUE,Not Sure,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-08 09:36:34,24,Male,Single,Addis Ababa,Bachelor,8000,Pharmacist,2,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,FALSE,TRUE,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Never,Always,Never,Never,Never
2024-05-08 16:26:11,28,Male,Single,Benishangul Gumuz,Bachelor,7071,Nurse/Midwife,12,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Never,Always,Always,Always,Always
2024-05-08 21:12:30,32,Male,Single,Central Ethiopia,Masters/Postgrad,10159,Public Health,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Not Sure,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-05-09 14:24:50,35,Female,Married,Addis Ababa,Masters/Postgrad,40000,Other,13,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-10 12:17:19,2938,Male,Married,Addis Ababa,Masters/Postgrad,50000,Lab/Biomedical,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Always,Always,Always,Never,Always
2024-05-10 19:53:41,36,Male,Married,Amhara,PhD,80406,Medical Doctor,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-10 20:28:48,36,Male,Married,Amhara,PhD,80406,Medical Doctor,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-10 20:31:49,37,Male,Single,Amhara,PhD,80406,Medical Doctor,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-11 09:01:52,28,Male,Single,Central Ethiopia,Bachelor,12275,Medical Doctor,3,Not Sure,TRUE,TRUE,TRUE,Not Sure,TRUE,Not Sure,Not Sure,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Never,Never,Never,Never,Never
2024-05-14 12:05:16,28,Female,Single,Addis Ababa,Bachelor,7103,Nurse/Midwife,5,TRUE,FALSE,TRUE,Not Sure,TRUE,TRUE,TRUE,TRUE,Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Never,Always,Always,Never,Never
2024-05-16 14:14:19,25,Female,Married,Sidama,Bachelor,8000,Other,2,TRUE,TRUE,Not Sure,TRUE,Not Sure,Not Sure,TRUE,Not Sure,Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Never,Always,Never,Never,Never
2024-05-16 14:59:16,55,Male,Married,Afar,Masters/Postgrad,10000,Public Health,6,TRUE,TRUE,TRUE,TRUE,Not Sure,TRUE,TRUE,TRUE,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Always,Always,Always,Always,Always
2024-05-17 11:07:56,24,Male,Single,Oromia,Bachelor,7000,Nurse/Midwife,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Never,Always,Always,Never,Always
2024-05-21 12:41:25,33,Male,Single,Other/Invalid,Bachelor,28000,Nurse/Midwife,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-05-24 20:51:15,24,Male,Single,Oromia,Bachelor,1000,Nurse/Midwife,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-05-27 18:41:42,24,Male,Single,Other/Invalid,Bachelor,13000,Nurse/Midwife,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Always,Always,Always,Always,Always
2024-06-03 11:17:00,29,Male,Single,Addis Ababa,Bachelor,12000,Other,2,TRUE,TRUE,TRUE,Not Sure,Not Sure,TRUE,TRUE,TRUE,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-06-05 12:00:38,26,Male,Single,Addis Ababa,Bachelor,25000,Other,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-06-05 12:17:00,30,Female,Married,Addis Ababa,Masters/Postgrad,30000,Medical Doctor,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Always,Always,Always,Always,Always
2024-06-05 13:14:41,30,Male,Married,Addis Ababa,Bachelor,15000,Medical Doctor,2,TRUE,TRUE,Not Sure,Not Sure,Not Sure,Not Sure,TRUE,TRUE,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Always,Never,Always,Never,Never
2024-06-05 13:20:06,28,Male,Married,Addis Ababa,Masters/Postgrad,12000,Medical Doctor,4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Always,Always,Always,Always,Always
2024-06-05 13:53:08,30,Male,Married,Addis Ababa,Masters/Postgrad,1100,Medical Doctor,4,TRUE,Not Sure,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Never,Never,Never,Never,Never
2024-06-05 14:17:44,27,Female,Single,Addis Ababa,Masters/Postgrad,14700,Medical Doctor,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Always,Always,Never,Never,Never
2024-06-05 16:48:37,27,Male,Single,Amhara,Masters/Postgrad,12000,Medical Doctor,3,Not Sure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-06-05 18:07:33,27,Male,Single,Somali,Bachelor,20000,Medical Doctor,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Always,Always,Always,Always,Always
2024-06-05 18:41:32,36,Male,Single,Other/Invalid,Masters/Postgrad,9000,Medical Doctor,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Not Sure,Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Never,Never,Always,Always,Always
2024-06-05 19:30:46,25,Male,Single,Addis Ababa,Bachelor,14000,Medical Doctor,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always
2024-06-05 19:52:58,25,Female,Single,Addis Ababa,Bachelor,19000,Medical Doctor,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Always,Always,Never,Never,Never
